      8.20000  1.49511e-29  1.46754e-28  1.53895e-28  3.43471e-28  1.39716e-28  1.38657e-29
      8.25000  1.44347e-29  1.41467e-28  1.48203e-28  2.93756e-28  1.34400e-28  1.33459e-29
      8.30000  1.39322e-29  1.36358e-28  1.42712e-28  2.60098e-28  1.29306e-28  1.28447e-29
      8.35000  1.34442e-29  1.31420e-28  1.37415e-28  2.36584e-28  1.24415e-28  1.23616e-29
      8.40000  1.29714e-29  1.26654e-28  1.32312e-28  2.19357e-28  1.19718e-28  1.18963e-29
      8.45000  1.25133e-29  1.22048e-28  1.27389e-28  2.06055e-28  1.15197e-28  1.14479e-29
      8.50000  1.20686e-29  1.17587e-28  1.22628e-28  1.95210e-28  1.10831e-28  1.10147e-29
      8.55000  1.14227e-29  1.11188e-28  1.15871e-28  1.82622e-28  1.04678e-28  1.04039e-29
      8.60000  1.09866e-29  1.06848e-28  1.11265e-28  1.74169e-28  1.00472e-28  9.98611e-30
      8.65000  1.05636e-29  1.02641e-28  1.06808e-28  1.66445e-28  9.64061e-29  9.58205e-30
      8.70000  1.01532e-29  9.85714e-29  1.02501e-28  1.59258e-28  9.24814e-29  9.19202e-30
      8.75000  9.75577e-30  9.46337e-29  9.83410e-29  1.52486e-28  8.86925e-29  8.81551e-30
      8.80000  9.37103e-30  9.08304e-29  9.43259e-29  1.46057e-28  8.50394e-29  8.45252e-30
      8.85000  8.99873e-30  8.71525e-29  9.04495e-29  1.39917e-28  8.15146e-29  8.10225e-30
      8.90000  8.63860e-30  8.36017e-29  8.67106e-29  1.34038e-28  7.81176e-29  7.76469e-30
      8.95000  8.29052e-30  8.01751e-29  8.31071e-29  1.28399e-28  7.48449e-29  7.43954e-30
      9.00000  7.95415e-30  7.68713e-29  7.96353e-29  1.22984e-28  7.16943e-29  7.12654e-30
